main_address,target_address,direct_score,indirect_score,total_score,tx_count,volume_eth
0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0xf8fc9a91349ebd2033d53f2b97245102f00aba96,0.0,0.0,0.0,0,0
0xf8fc9a91349ebd2033d53f2b97245102f00aba96,0xd8da6bf26964af9d7eed9e03e53415d37aa96045,0.0,0.0,0.0,0,0
